50,@ArisakaAya Nuclear energy was always the answer but we got blue balled by HBO
51,"ICYMI... #Nuclear #energy is on its way to the Moon, Mars and Beyond!🚀⚛️🌜 #Uranium #Nuclear4Space 🧑‍🚀🛸🪐"
52,"@Trouper00 @NCAWheatley @visegrad24 diversification of energy is good, nuclear energy also good source"
53,"@niklashoehne Natural gas and nuclear energy has been an option for many years, but noooooo…."
54,@chrisyelland Why was nuclear energy rejected if we are burning so much money through diesel?
55,GB Grid: #Nuclear is generating 4.45GW (11.94%) out of 37.22GW
56,"@eadatt Sing it loud and sing it proud!  #NuclearEnergy is safe, zero CO2, industrial scale, 24/7 reliable, small physical footprint, doesn’t kill birds/bats/insects like wind turbines, is mineral/material efficient, and has a long useful life making it very cheap over time"
57,@lesbootwt so many lesbians in the same room our power is greater than nuclear energy
58,ICYMI.. #India's updated long-term low-emission development strategy (LT-LEDS) now includes tripling ✖️3⃣ of India's #Nuclear #energy capacity by 2032🌞⚛️🏗️⏫🇮🇳 and exploring deployment of Small Modular Reactors (#SMR's)⚡️🤠🐂 #Uranium #EnergyTransition 🏄  https://t.co/Ir8xVTs3fu  https://t.co/Ghb3ajJVL2
59,"@Vicenta2919 I’m really interested in nuclear energy and I want to study nuclear engineering, and I got the opportunity to visit a nuclear power plant in January, which I’ve been waiting for a long time"
60,@algore #NuclearEnergy is only way to quickly scale decarbonization   Nuclear Power is:  - Safe - Zeo CO2 emissions - Industrial scale - small physical footprint  - materials/minerals efficient  - long useful life (75-100 years vs 20 4 Solar) - doesn’t kill birds/bats/insects like wind
64,"🇧🇪 Bouchez once again lobbies at his own government: “No agreement on nuclear energy, Europe's worst budget...”  #belgium #mostliked  https://t.co/TBSLC0suKJ"
65,New @Sprott #Uranium Report: October Optimism as Uranium Markets Brighten 🌞⚛️⛏️🤠  Senior Analyst Jacob White covers the pivotal #Nuclear #energy shift underway today↪️ that is providing strong demand supporting this uranium bull market📈 #SPUT $URNM 🌊🏄  https://t.co/9u7Ub06uPM  https://t.co/2YYmg2gXsX
67,"ENERGY SECURITY  France derives 70% of its electricity from nuclear energy, due to a long-standing policy based on energy security. France is the world's largest net exporter of electricity due to its very low cost of generation, and gains over €3 billion per year from this."
68,"@Nikinaki55 @TheRealWill_G @TerryReintke I think that was a terrible decision by the Germans. I think any economy trying to decarbonise that already has a safe and reliable nuclear energy sector should remove the fossil fuels first, that just seems common sense."
70,How it start / How It's going...  https://t.co/SgQVlVefiA
71,@WhiteHouse @POTUS Remove restrictions and barriers to nuclear energy or you’re just posturing.
72,"Uranium stocks in Australia ;) Australia could soon follow in the footsteps of other leading countries that use nuclear energy as part of their power mix, after nine coalition senators introduced a bill to remove #nuclear energy ban in Australia   https://t.co/gLxwe4zh8P… #uraniu  https://t.co/fJhAyZWZR4"
73,"REPORT: #Michigan's #Palisades Nuclear Power Plant Has Been Denied Federal Funds To Reopen Even Though By Refusing The Funds For Clean Nuclear Energy, Fossil Fuel Burning Will Increase!  https://t.co/ds8e0BoQpz"
74,"@RexChapman I bet your cell phone emits more radiation than this thing ever did. Lots of everyday things are radioactive. We could stop climate change tomorrow if we took full advantage of nuclear energy, rather than patting ourselves on the back for fearing it and shutting it down."
75,"@Rob_Kimbell Just what we need in times like this, a French State owned engery company building and running our new carbon free nuclear energy production sites."
78,@KATUNews Nuclear energy is the best option.
79,"I feel dumb for ever opposing nuclear energy.  Like there are things to be concerned about, but it's definitely preferable to doing *nothing* about climate change."
80,Exceptional bullish for #nuclear #energy and the already bullish outlook for #uranium
81,GB Grid: #Nuclear is generating 4.45GW (11.55%) out of 38.51GW
82,@ninaturner @NASA So let’s get serious and begin a massive build out of clean safe renewable nuclear energy.
84,@Channel4News @cathynewman You’re totally tripping lady. So why are you against nuclear energy? And how much out of $390 bil biden’s climate “mitigation” money are you getting in loans and earnings? Please disclose your conflict of interest
85,@BrianGitt That is a sad reason not to have more solar feeding the grid. We should be the world leaders in solar module manufacturing and we still Can be. Brian gitt is a nuclear energy pundant that just won’t stop promoting nuclear Energy. I have 100% energy independence from solar Energy.
86,"@BasilHammer @Nsuhtuebbd @NetZeroWatch @jordanbpeterson Indeed UK offshore wind capacity factor hovers around the 40% mark, the best from any VRE source, still far off Nuclear Energy's 92.5%. capacity is still a weak comparison."
87,"@ToddHagopian She can't even understand how good nuclear energy is for her ""green"" ""policy"". She's not going to understand the coins that fall through the series of tubes the internet is"
88,@TrentTelenko @TM_Eubanks  https://t.co/NxI9mxrP7a Nuclear energy squeeze threat in France.
90,Investment in Nuclear Energy plays almost no role. Les investisseurs misent sur les renouvelables  https://t.co/frpYkp8i73 via @AlterEco_  https://t.co/sABphH3E4I
91,Marcos eyes nuclear energy partnership with France | ABS-CBN News  https://t.co/BAyhi6tJj0
92,"@wingod -there is no turning back.  CO2 while it may cause catastrophic atmospheric effects, can still be consumed by the ecosystem over time and the damage can be reversed BUT what we do by ruining the water with nuclear energy production is not reversible: ..."
93,"@antonioguterres Our forest (seas &amp; lakes not-included) allegedly capture 80% of ""our"" total carbon footprint, and presumingly 100% before the last decades.   Electricity need was allegedly largely dependent on nuclear energy, rather than coal for the last 50+ years. Aside from hydroelectric etc-"
94,"@MaedaBiotech Huh? That is not how it works though. Majority of Germans might not want Nuclear Energy or Coal, but the government isn't switching them off anytime soon.   What the majority want doesn't mean it is implemented directly and quickly. Especially when Politics are involved"
95,"@wesyang of our global infrastructure, and renewable energy is built with petroleum based energy. I think what irritates me the most about the ""climate change"" rhetoric is the outright refusal of nuclear energy."
96,"@IanFrancisrocks @CumbriaMagazine @Nuclear_WS @Allerdale_CP @Copeland_WG @CopelandS_CP @rwm_gdf_uk @SellafieldLtd we need more nuclear energy- therefore, additional nuclear waste sites must be developed. Stable craton locations best, areas with little to no earthquakes."
97,"@RickyxLaw If the protestors represented the majority then these deals wouldn't go through, but the fact that they did is a clear indication the majority of people want these deals. They want the cheap energy to heat them during winter without risking their backyards for nuclear energy..."
98,"I watched The Three Mile Island documentary on @netflix last night. I worked in nuclear energy for 6 years, and a lot of what they said was right on the money. That is what made me not trust the government in any form! Great documentary.  https://t.co/4dxxrTp4Y0"
99,"8/ @RadiantNuclear   Nuclear energy is our most scalable green source of energy, yet it is not universal  Radiant is changing that with portable nuclear microreactors.   Founder Doug Bernauer is a former SpaceX engineer.  https://t.co/KC7AW4eyBz"
100,Another reason nuclear energy has troubles….
101,GB Grid: #Nuclear is generating 4.45GW (11.06%) out of 40.21GW
102,The United Nations should put a resolution on the floor for a vote to  have all existing Nuclear Weapons  Destroy.  The International Nuclear  Energy Agency can oversee The World Need To Be Safe Mesure!  https://t.co/aygXmDHsnJ
103,"But if we don’t, and if nuclear energy in the end turns this planet into a star. That may be the way how other stars were made. Think of that one! - Alan Watts"
104,"As the TPC embarks on a transition away from fossil fuels, Canada can invest in nuclear energy to secure an economically-resilient and Cleaner Tomorrow for Canada."
105,@SecGranholm leaving no uncertainty in the US position on #nuclearenergy.  Canada is leaning in as well.  What will this mean for First Nations?     How do we ensure that First Nations are at the decision making tables for the deployment of advanced reactor technologies in 🇨🇦?
106,Nuclear energy produces some of the lowest greenhouse gas emissions of any potential energy source.
107,The Tomorrow Party of Canada will invest in domestic nuclear energy capacity by building nuclear energy reactors to transition from fossil fuels.
108,@Yeeted_Utensil @JennyLe43000971 @mikemashu @jordanbpeterson @elonmusk Sounds like an ideological point made by a market fundamentalist. I think we need to embrace solutions wherever they're effective. There are both market-based (increasing nuclear energy) and government-based (incentivizing non-fossil fuel deployment) that we ought to consider.
109,"@rafaelmgrossi Dear Mr. Mariano Grossi, very correct, we need Climate Action, the nuclear energy must be functionning as green energy. That is our duty, we IAEA have to adapt the IAEA guidelines for fulfilling. Just ahead !  With best Regards Mr. LAchezar Chernilov"
110,"Qatar to open Mideast’s first World Cup before leaders, fans #NuclearEnergy #AtomicEnergy #Nuclear #NuclearPowerPlant #PowerPlants [Video]  https://t.co/gAucFonI5a"
111,It would be truly iconic if Sebastian Vettel dedicated his post-racing career to promoting nuclear energy
112,@DavidPriess Reminder that Africa invented nuclear energy and it naturally occurs in nature.
113,@ninaturner How about cheap (practical) hydro-carbon or nuclear energy? Nothing would benefit the poor more right now.
114,"@COP27P Poor countries need funds for resilient infrastructure and to generate reliable, coal, gas and Nuclear energy. Any reparations or aid money is nothing but bribery to keep those countries poor. The true solution is to make to make poor countries wealthier."
115,"Poor countries need funds for resilient infrastructure and to generate reliable, coal, gas and Nuclear energy. Any reparations or aid money is nothing but bribery to keep those countries poor. The true solution is to make to make poor countries wealthier."
116,@Rasputinish @TamrikoT @greenparty_ie @fiannafailparty @FineGael Excellent! Peace through Development  Nuclear Energy not Nuclear War   https://t.co/4Qr5SWCtqB
117,Você sabia que o Projeto Denison Mines Wheeler River (depósito Phoenix) será um dos melhores projetos fora do Cazaquistão quando se trata de métrica AISC/custos de produção #uranium . 👇👇 $dnn $dml #nuclearenergy
118,Did you know Denison Mines Wheeler River Project (Phoenix deposit) will be one of the best projects outside of Kazakstan when it comes to AISC metric/costs of producing #uranium.👇👇 $dnn $dml #nuclearenergy  https://t.co/LAZoEyF6S2
119,4. A Cleaner #Tomorrow  i) Clean and safe nuclear energy  ii) Cleaner cities
120,GB Grid: #Nuclear is generating 4.45GW (11.39%) out of 39.02GW
121,"BELIEVE HUMAN SCIENTISTS ARE HIDING HIGH TECH TECHNOLOGY LIKE THIS  ULTRA RADIOACTIVE SPHERE WHICH CAN LEVITATE &amp; TRAVEL CONSCIOUSLY ON ITS OWN CONTAINING WITHIN SELF FUELING NUCLEAR ENERGY,&amp; THESE EXTRATERRESTRIALS ARE SEARCHING FOR THAT LOST TECHNOLOGY HUMANS SHOULDNT HAVE YET  https://t.co/XxTqSV9ngD"
122,@EpochOfWhat @sophielouisecc What’s wrong with being nuclear energy efficient? If we hadn’t let France supply our electricity and had built more nuclear power stations we wouldn’t be in this situation.
123,"""That's among the most expensive ways to generate energy.""  This is the kind of comment that you make when everything starts with politics and you're uninformed about the issues you're writing about. Nuclear energy is expensive because govt policy has made it expensive."
125,New designs are making reactor designs smaller and more versatile. NEI’s Hilary Lane shares details about NEI’s work establishing construction best practices (CBP’s) for new #nuclear power projects.    https://t.co/O9ujimYJ78
126,"@RLS9107 @nickhedley Somebody is burning fossil fuels to keep the world running, that's why he omitted growing countries like India and China because they are the fastest growing and burning the most fossil fuels...hate to break it to  you but carbon based energy are only beaten by nuclear energy."
127,@xandymccurdy @mj_cotton @EdConwaySky @SamCoatesSky That’s more to do with nuclear energy production and the cap the French have imposed
128,@elonmusk @WholeMarsBlog @elonmusk why would solar energy fail? Because of lithium. Removing it from the Sea is dangerous for our planet's gravity and magnetosphere. Maker of worlds @elonmusk supposed to know this and invest in nuclear energy also. And get a ban to protect our Oceans if he cares 👀
130,"Believe it or not, one of the main reasons German public opinion turned against nuclear energy were paranoid fantasies that building nuclear plants would turn the country into an authoritarian ""Atomic State"".   https://t.co/aFllNeMHgj"
131,"@PenseeMagique @albyva @GovNuclear @ENERGY Hmmm, but nuclear energy is so safe...  https://t.co/4k1aWlj8Cy"
132,Views &amp; Comments: The Roles of Nuclear Energy in Hydrogen Production #nuclear #energy #hydrogen  https://t.co/bKjG3Afb1c  https://t.co/muUCB8kVTT
133,@RepAOC How do you feel about nuclear energy?
134,@Heather_mom4nuk That's bc California doesn't produce enough energy. They have no choice but to ration electricity. If they doubled nuclear energy production instead of halving it they'd have enough energy.  https://t.co/ZZsm7gXJK5
135,"In #Ireland, rather than continue destroying our nature in our countryside &amp; all of our coastline &amp; #FishSpawning grounds with gigantic #WindEnergy Hubs, would it never occur to @greenparty_ie @fiannafailparty @FineGael to build a few #Nuclear Energy Plants? Just 3 would do!"
136,@fordnation @NewmontCorp @GregRickford @GeorgePirieMPP You useless twit! Your focus should be on our oil and gas industry development and optimization. Also nuclear energy. But battery manufacturing 🙄 You are wasting our tax money resources! Time to go back to school and study the Alberta Premier. She has proper business sense.
137,GB Grid: #Nuclear is generating 4.44GW (11.94%) out of 37.18GW
138,Reservoir is spilling toxic Shock! There's no tomorrow Drinking nuclear energy
139,In a positive sense : You also become radioactive after sharing room with @jsaideepak sir who is like eternal source of nuclear energy. Check out his bestseller books Part 1: India that is BHARAT Part 2: India BHARAT and pakistan.  https://t.co/5EPNWfYvjc
140,@s_guilbeault will not even answer the question if he supports nuclear energy from @ctochor in Parliament. @KellyBlockmp @LeslynLewis @erinotoole @gerarddeltell @PierrePoilievre @cherylgallant @EricDuncanSDSG @MichaelKramSK @RandyHobackCPC @Ryan_r_Williams @ShannonStubbsMP  https://t.co/Pc2wHYZnwS
141,Do not shut down the #nuclearenergy
143,@KathyChadwell @gaijingirl2004 ⤴️Shown W/crystal clarity as if in all caps in front of our very eyes #nuclearweapons  #NuclearEnergy Are bound. Bound by the uranium mined 4 the nuclear energy-fuel that fuels the nuclear bombs shown 2 literally vaporize people beyond a shadow. Shadow of a doubt Guilty as judged
144,"Shelling the biggest nuclear PP in Europe will trigger demand for much higher NPP safety standards + much stronger public N opposition. Nuclear will be much more expensive, +25%? +50%? Along many other things Putin is destroying the future of nuclear energy."
148,@citizentvkenya @DavidNdii @lillian_muli “Nations reached a landmark deal to compensate developing nations for climate harm”. Ruto comes here telling us to use coal! Bill Gates puts his stamp of approval on GMO food!Some clown wants us to develop nuclear energy! Are Africans the children of a lesser God or what?
149,配信の最後に言った通り、近々歌が上がります。
150,"At todays rate of lithium production it would take 7,000 years to reach net carbon neutral. Does anyone consider he many more mines will be required? Nuclear energy is the densest form of energy. It is humanity’s salvation, not ridiculous wind and solar. Pathetic."
151,"@Mining_Atoms @BarclayBenedict @dodders75 @BusterBloodvess @gerardreid14 @HectorCousinea1 @garethochse @janrosenow @pnavidi Using the heat from nuclear energy would be similar revolutionary likes James Watt's external condenser, which dramatically increased efficiency of the steam engine.  https://t.co/X83kqTGXY5"
152,ありしゃしゃした！ スムーズに動いていたなら、そんなに嬉しい事はありません。
154,"@ByDonkeys The EU isn’t working! Apart from France with its nuclear energy policy,EU is in a mess EU inflation is higher than UK’s  UNEMPLOYMENT IS TWICE THE UK’S There’s increasing concern in much of the EU, Italy in particular at the extra cost falling to them to make up loss of UK cash"
156,Very good. It shows the failure of nuclear energy and opens the nuke shills up to constant mockery. Win/win
158,COP27 is just the latest of our environmental minister’s opposition to nuclear energy. ￼❌COP26 (video in tweet below) and 1:25:50 of  https://t.co/O1Q8wZMlnu ￼❌CBC Radio  https://t.co/2MZtA9LE2I ❌Spreading misinformation on @environmentca’s social media  https://t.co/zTUBXYscWv
160,"@HapTheDragon @useheadnheart @PressSec Ok, done, you are still wrong no matter what condescending tone you use.  https://t.co/JPY7BiauTq"
161,GB Grid: #Nuclear is generating 4.44GW (12.05%) out of 36.83GW
162,WATCH👀: This facility at @argonne is training the future workforce on liquid metal fast reactor technologies. 👇  https://t.co/Hl6szdoiNp
163,"It was a failure of @Canada's representatives at #COP27 that @PastCoal report did not include &gt;90% of the electricity to phase out coal in Ontario was nuclear energy By sharing 🇨🇦’s story, others can emulate our success @PamDamoff @fsorbara @LarryMaguireMP  https://t.co/lIq26STKZh"
164,"@krzysioactuary Cabbage, nuclear energy and electric cars😂"
165,@JayJay0791 @danvasc2 @Philsstuff Punk is a good example: right-wing libertarian or even fasco-libertarian.  Johnny Rotten didn't make politics part of the show but he's very RW and even pro- nuclear energy from what I hear.
166,@Craig_Hotrum @KodyBloisNS @OurCommons @Dr_Keefer @cameconews @camecocommunity @CdnChamberofCom @CBGFinvestments @BizCouncilofCan @cabc_co @CanadiansEnergy @environmentca @s_guilbeault @PastCoal Canadians should not have to put up with a minister of @environmentca that refuses to acknowledge the role nuclear energy played in Ontario's decarbonisation ❌COP27  https://t.co/lIq26TblQP ❌COP26 (video) and 1:25:50 of  https://t.co/O1Q8wZuJYU ❌CBC Radio  https://t.co/2MZtAa3eUg  https://t.co/L0hXDjekM8
167,"As teachers we have an obligation to present the whole picture. In my course on nuclear energy I explain in detail the Chernobyl accident as well as the new safer designs. Similarly you need to discuss, for example, the boundary between free speech and incitement to violence."
168,"@Renegade_Sailor @aaron_clarey Nuclear power is heat. That's what it does, heats up water to spin turbines with steam. It's not the byproduct, it is the product of nuclear energy."
169,“Galaxy” Brain Take: Control of Energy is total control. Which is why nuclear will not be “allowed” to proliferate. You cannot have widely distributed clean unlimited nuclear energy and continue to maintain control under the current geopolitical-economic paradigm.
170,"If you narrow down your perspective, for the past 4 years Communist countries have been posting serious W's in science and tech:  1. Hypersonic gliders on ballistic missiles 2. Covid vaccines 3. Nuclear energy 4. Orbital space stations 5. Consumer electronics 6. Tiktok 😏"
171,ATOMEXPO international exhibition dedicated to the issue of clean #nuclear energy starts tomorrow!  Keep track on our updates and stay on top of the latest news regarding the event 👏  #impactteam_news #ATOMEXPO #globalaction #nuclearpower #missionimpact  https://t.co/7jW9GBE8RI
173,"@CarolineLucas We need clean, safe, low carbon nuclear energy to tackle climate change as the IPCC say.  Finnish Greens are now pro-nuclear, other Green Parties need to follow their example if they are serious about tackling climate change."
174,The environmental activism movement blocked nuclear energy globally. They are ironically more responsible for climate change than anyone else.
176,"@BFriedmanDC Do you understand global trade - more specifically TPP vs BRI? Nuclear energy? If so, I hope you start informing people."
177,@corflutesign @ThatKeyserSoze @BrandonLBradfor @erichhartmann Nuclear energy is a pretty practical alternative imo
179,@downi75 Get govt as much out of the way as possible.  #NuclearEnergy #FossilFuels
181,"Fear of GM crops, nuclear energy, or more recently lab grown/bacteria produced protein as a replacement for meat-focused agriculture isn't necessarily unfounded but the issue at hand isn't the tech at all"
182,She wants you to spread the word about nuclear energy in America (we need more)  https://t.co/Vys9E3HoZK
183,@KodyBloisNS @OurCommons @Dr_Keefer @cameconews @camecocommunity @CdnChamberofCom @CBGFinvestments @BizCouncilofCan @cabc_co @CanadiansEnergy Indeed - I hope you realize that Ontario is leading the World on energy policy. Ontario's Nuclear Energy plan is a model for the whole world.  https://t.co/BQytJbWYcg
184,GB Grid: #Nuclear is generating 4.44GW (11.87%) out of 37.42GW
185,"@_Athanos @superxoliver You said leftists don’t follow science, then brought up nuclear energy. The science when it comes to clean energy on the nuclear side is not fullproof. It’s that simple."
186,ESG = nuclear energy
187,これより、世界の全てを四角くします。   https://t.co/7I0LrTOCZo
188,More nuclear energy.  Now.  https://t.co/EgzcLV3eMz
191,"Consider Nuclear Science  A process in which two nuclei, or a nucleus of an atom &amp; a subatomic particle (proton, neutron, or high energy electron) from outside the atom, collide to produce one or more nuclides  Nuclear causes nuclide transformation #nuclear #energy #TrendingNow"
192,Nuclear Fission reaction discovered in 1938 by the German scientists Otto Hahn &amp; Fritz StraBmann  #nuclear #energy newest type of energy technology  GW scale reactors are common worldwide Fission technology radically improving 4th Gen tech emerging new nuclear installed in China
194,30分後、絶対にマインクをラフトします。
196,@One5Writer @LoneCourier2 @Gishuvski @MwangalaG I do agree but there's one downside to nuclear energy and it is its long term sustainability and the nuclear waste management which is damn expensive.
197,@BarclayBenedict @dodders75 @BusterBloodvess @Mining_Atoms @gerardreid14 @HectorCousinea1 @garethochse @janrosenow @pnavidi Higher efficiency is an argument for using nuclear energy.
198,As @NeoEnergyMetals progresses to finalize it's listing on @LSEplc !  Find more information on our Henkries #uranium site on  https://t.co/C0E81CSDoI View: ✅ Presentation ✅ Site Fly through. 🚨 For #investing Inquiries: info@neoenergymetals.com  #energy #uranium #NuclearEnergy
199,"@RichardHaass @JoshKraushaar China and India are increasing their use of coal. Dramatically. Opportunities were missed a decade ago to replace this fuel with nuclear energy and natural gas, as the world awaited pie-in-the-sky wind and solar. Engineers will solve the problem, not policy dilettantes."
201,LENR Nano-Nuclear Heater  Input 100 watts electrical  Hydrogen gas cylinder Nickel Metal Core  Output 600 watts heating energy output Helium gas output  Nickel Metal transmuted to Copper Metal  Safe Cheap Compact Energy multiplier  Practical home nuclear energy  #Nuclear #energy
202,"@Martina0169 @caslernoel @elonmusk Not until they can be made without rare earth metals, and the entire electric grid is powered by nuclear energy, solar, hydropower, etc."
203,LENR a chemical nuclear energy multiplier technology  MeV out using eV input = high energy gains portend low-cost power  Experiments show LENR   ~ High power densities ~ Lack of dangerous radiation  ~ Almost no radioactive waste ~ No greenhouse gas emission  Feasible Ni-H heater!
204,GB Grid: #Nuclear is generating 4.44GW (11.72%) out of 37.89GW
205,一時間後、なんと、マイクラをやります。
206,"3/ Korea Hydro and Nuclear Power Co offered to help Poland build nuclear power plants.🇵🇱plans to build 6-9 gigawatts of nuclear energy capacity in the medium term,completing construction of its first power plant by 2033.KHNP proposed Advanced Power Reactors for🇵🇱nuclear programme"
207,Wow. What a terrible legacy. HERE we see the TRUE connection between #nuclearweapons #nuclearenergy  ☢️ How the dismantling of the #NPT  (Nuclear Non-Proliferation Treaty) was/is connected 2 nuclear-energy re-igniting BOTH powers leading us 2the danger we face in this very moment
208,@JavierBlas Is there any improvement to expand nuclear energy. In the Text.  I'll have a scan as well.
209,"@EmberClimate @IEA The other way of looking at costs is what end users pay, the most expensive electricity cost to consumer is in places with a lot of wind and solar, namely Ca in the US, DE, and SA. Meanwhile electricity for those heavily dependent on nuclear energy is some of the least expensive"
210,"@irenedelse @Dr_Keefer hi Irene, I have a chapter in my book, ""Saving the Planet without the Bullshit"" (out now) on nuclear:  https://t.co/7bWkE3mQE6 and a 2021 podcast on ""everything you need to know, sort of"" on nuclear energy, here:   https://t.co/7AyKad46jQ"
212,"@Dr_Keefer hi Chris, I have a chapter in my book, ""Saving the Planet without the Bullshit"" (out now) on nuclear:  https://t.co/7bWkE3mQE6 and a 2021 podcast on ""everything you need to know, sort of"" on nuclear energy, here:  https://t.co/7AyKad46jQ"
